RID,ip_src,ip_dst,tcp_srcport,tcp.dstport,tcp_flags_push,tcp_flags_ack,tcp_ack,frame_time,packets,tx_packets,tx_bytes,rx_packets,rx_bytes,Label
10.42.0.211-23.206.166.66-52711-80-6,192.168.1.1,192.168.23.2,2892,8000,1,1,1, 16-Jun 2020 20:18:15.085599000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.151-104.244.42.66-50609-443-6,192.168.1.1,192.168.23.2,2893,8000,1,1,1, 16-Jun 2020 20:18:15.085601000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-1771-53-17,192.168.1.1,192.168.23.2,2894,8000,1,1,1, 16-Jun 2020 20:18:15.085620000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.6.206-10.42.0.151-443-43785-6,192.168.1.1,192.168.23.2,2895,8000,1,1,1, 16-Jun 2020 20:18:15.085638000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.1-10.42.0.42-53-62549-17,192.168.1.1,192.168.23.2,2896,8000,1,1,1, 16-Jun 2020 20:18:15.085643000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
157.240.2.20-10.42.0.211-443-58402-6,192.168.1.1,192.168.23.2,2897,8000,1,1,1, 16-Jun 2020 20:18:15.085674000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.1-10.42.0.42-53-57733-17,192.168.1.1,192.168.23.2,2898,8000,1,1,1, 16-Jun 2020 20:18:15.085680000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.3.99-10.42.0.42-443-59212-6,192.168.1.1,192.168.23.2,2899,8000,1,1,1, 16-Jun 2020 20:18:15.085706000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-66.198.24.253-37425-443-6,192.168.1.1,192.168.23.2,2900,8000,1,1,1, 16-Jun 2020 20:18:15.085713000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.42-119.146.74.34-37759-80-6,192.168.1.1,192.168.23.2,2901,8000,1,1,1, 16-Jun 2020 20:18:15.085731000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-98.139.199.204-54068-443-6,192.168.1.1,192.168.23.2,2902,8000,1,1,1, 16-Jun 2020 20:18:15.085747000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-22700-53-17,192.168.1.1,192.168.23.2,2903,8000,1,1,1, 16-Jun 2020 20:18:15.085749000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-46032-53-17,192.168.1.1,192.168.23.2,2904,8000,1,1,1, 16-Jun 2020 20:18:15.085768000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-64.71.142.124-48352-80-6,192.168.1.1,192.168.23.2,2905,8000,1,1,1, 16-Jun 2020 20:18:15.085787000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
209.85.144.139-10.42.0.211-443-43075-6,192.168.1.1,192.168.23.2,2906,8000,1,1,1, 16-Jun 2020 20:18:15.085799000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-77.234.42.92-35240-443-6,192.168.1.1,192.168.23.2,2907,8000,1,1,1, 16-Jun 2020 20:18:15.085829000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
220.243.219.55-10.42.0.151-80-58252-6,192.168.1.1,192.168.23.2,2908,8000,1,1,1, 16-Jun 2020 20:18:15.085834000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-21470-53-17,192.168.1.1,192.168.23.2,2909,8000,1,1,1, 16-Jun 2020 20:18:15.085845000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-123.125.29.220-41301-80-6,192.168.1.1,192.168.23.2,2910,8000,1,1,1, 16-Jun 2020 20:18:15.085865000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
140.205.34.4-10.42.0.151-443-57745-6,192.168.1.1,192.168.23.2,2911,8000,1,1,1, 16-Jun 2020 20:18:15.085874000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-31.13.80.5-33126-443-6,192.168.1.1,192.168.23.2,2912,8000,1,1,1, 16-Jun 2020 20:18:15.085892000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.10.2-10.42.0.211-443-48931-6,192.168.1.1,192.168.23.2,2913,8000,1,1,1, 16-Jun 2020 20:18:15.085914000 Mountain Daylight Time,10,5,270,5,270,Flooding attack
172.217.6.206-10.42.0.151-443-47128-6,192.168.1.1,192.168.23.2,2914,8000,1,1,1, 16-Jun 2020 20:18:15.085916000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-9662-53-17,192.168.1.1,192.168.23.2,2915,8000,1,1,1, 16-Jun 2020 20:18:15.085935000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-106.11.30.199-36656-443-6,192.168.1.1,192.168.23.2,2916,8000,1,1,1, 16-Jun 2020 20:18:15.085954000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-47.89.67.224-57287-443-6,192.168.1.1,192.168.23.2,2917,8000,1,1,1, 16-Jun 2020 20:18:15.085962000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.42-85.93.5.83-57018-80-6,192.168.1.1,192.168.23.2,2918,8000,1,1,1, 16-Jun 2020 20:18:15.085979000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-9066-53-17,192.168.1.1,192.168.23.2,2919,8000,1,1,1, 16-Jun 2020 20:18:15.086000000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-104.193.88.109-37721-80-6,192.168.1.1,192.168.23.2,2920,8000,1,1,1, 16-Jun 2020 20:18:15.086002000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-123.125.115.164-42497-443-6,192.168.1.1,192.168.23.2,2921,8000,1,1,1, 16-Jun 2020 20:18:15.086021000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
180.149.134.221-10.42.0.211-80-59677-6,192.168.1.1,192.168.23.2,2922,8000,1,1,1, 16-Jun 2020 20:18:15.086059000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.6.234-10.42.0.211-443-38989-6,192.168.1.1,192.168.23.2,2923,8000,1,1,1, 16-Jun 2020 20:18:15.086061000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-47814-53-17,192.168.1.1,192.168.23.2,2924,8000,1,1,1, 16-Jun 2020 20:18:15.086077000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.11.46-10.42.0.211-443-36373-6,192.168.1.1,192.168.23.2,2925,8000,1,1,1, 16-Jun 2020 20:18:15.086099000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
175.100.207.232-10.42.0.211-80-56480-6,192.168.1.1,192.168.23.2,2926,8000,1,1,1, 16-Jun 2020 20:18:15.086102000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.10.65-10.42.0.211-443-52676-6,192.168.1.1,192.168.23.2,2927,8000,1,1,1, 16-Jun 2020 20:18:15.086115000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-103.7.30.118-60369-80-6,192.168.1.1,192.168.23.2,2928,8000,1,1,1, 16-Jun 2020 20:18:15.086135000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.10.10-10.42.0.151-443-34328-6,192.168.1.1,192.168.23.2,2929,8000,1,1,1, 16-Jun 2020 20:18:15.086152000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
203.205.151.47-10.42.0.211-80-50287-6,192.168.1.1,192.168.23.2,2930,8000,1,1,1, 16-Jun 2020 20:18:15.086188000 Mountain Daylight Time,4,2,108,2,108,Flooding attack
10.42.0.151-72.21.207.79-37091-443-6,192.168.1.1,192.168.23.2,2931,8000,1,1,1, 16-Jun 2020 20:18:15.086194000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.11.10-10.42.0.151-443-34267-6,192.168.1.1,192.168.23.2,2932,8000,1,1,1, 16-Jun 2020 20:18:15.086204000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.6.227-10.42.0.211-443-39283-6,192.168.1.1,192.168.23.2,2933,8000,1,1,1, 16-Jun 2020 20:18:15.086207000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-106.11.94.1-42151-443-6,192.168.1.1,192.168.23.2,2934,8000,1,1,1, 16-Jun 2020 20:18:15.086209000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.42-66.198.178.90-59285-80-6,192.168.1.1,192.168.23.2,2935,8000,1,1,1, 16-Jun 2020 20:18:15.086231000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.42-66.231.239.110-57479-443-6,192.168.1.1,192.168.23.2,2936,8000,1,1,1, 16-Jun 2020 20:18:15.086258000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
202.77.129.150-10.42.0.151-443-44747-6,192.168.1.1,192.168.23.2,2937,8000,1,1,1, 16-Jun 2020 20:18:15.086265000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.6.206-10.42.0.151-443-34412-6,192.168.1.1,192.168.23.2,2938,8000,1,1,1, 16-Jun 2020 20:18:15.086274000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
8.0.6.4-8.6.0.1-0-0-0,192.168.1.1,192.168.23.2,2939,8000,1,1,1, 16-Jun 2020 20:18:15.086294000 Mountain Daylight Time,4,2,108,2,108,Flooding attack
10.42.0.211-23.15.4.9-51100-80-6,192.168.1.1,192.168.23.2,2940,8000,1,1,1, 16-Jun 2020 20:18:15.086297000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-29900-53-17,192.168.1.1,192.168.23.2,2941,8000,1,1,1, 16-Jun 2020 20:18:15.086318000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.42-123.125.29.138-52804-80-6,192.168.1.1,192.168.23.2,2942,8000,1,1,1, 16-Jun 2020 20:18:15.086336000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.12.163-10.42.0.211-80-38243-6,192.168.1.1,192.168.23.2,2943,8000,1,1,1, 16-Jun 2020 20:18:15.086353000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-113.108.216.233-60385-80-6,192.168.1.1,192.168.23.2,2944,8000,1,1,1, 16-Jun 2020 20:18:15.086359000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.151-121.12.98.78-58834-80-6,192.168.1.1,192.168.23.2,2945,8000,1,1,1, 16-Jun 2020 20:18:15.086377000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.10.78-10.42.0.151-443-37898-6,192.168.1.1,192.168.23.2,2946,8000,1,1,1, 16-Jun 2020 20:18:15.086397000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-29065-53-17,192.168.1.1,192.168.23.2,2947,8000,1,1,1, 16-Jun 2020 20:18:15.086399000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-60598-53-17,192.168.1.1,192.168.23.2,2948,8000,1,1,1, 16-Jun 2020 20:18:15.086418000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
203.205.158.52-10.42.0.42-80-47426-6,192.168.1.1,192.168.23.2,2949,8000,1,1,1, 16-Jun 2020 20:18:15.086439000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
198.11.132.178-10.42.0.211-443-41230-6,192.168.1.1,192.168.23.2,2950,8000,1,1,1, 16-Jun 2020 20:18:15.086447000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.12.195-10.42.0.151-443-46374-6,192.168.1.1,192.168.23.2,2951,8000,1,1,1, 16-Jun 2020 20:18:15.086464000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.12.170-10.42.0.42-443-50094-6,192.168.1.1,192.168.23.2,2952,8000,1,1,1, 16-Jun 2020 20:18:15.086482000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.211-123.125.115.164-34362-443-6,192.168.1.1,192.168.23.2,2953,8000,1,1,1, 16-Jun 2020 20:18:15.086503000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
184.50.105.35-10.42.0.211-443-38210-6,192.168.1.1,192.168.23.2,2954,8000,1,1,1, 16-Jun 2020 20:18:15.086509000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.211-23.206.125.17-54314-80-6,192.168.1.1,192.168.23.2,2955,8000,1,1,1, 16-Jun 2020 20:18:15.086523000 Mountain Daylight Time,4,2,108,2,108,Flooding attack
10.42.0.211-64.71.142.96-42128-443-6,192.168.1.1,192.168.23.2,2956,8000,1,1,1, 16-Jun 2020 20:18:15.086552000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.151-121.12.98.64-59123-80-6,192.168.1.1,192.168.23.2,2957,8000,1,1,1, 16-Jun 2020 20:18:15.086557000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
183.79.250.123-10.42.0.211-443-60676-6,192.168.1.1,192.168.23.2,2958,8000,1,1,1, 16-Jun 2020 20:18:15.086584000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-66.231.239.120-41581-80-6,192.168.1.1,192.168.23.2,2959,8000,1,1,1, 16-Jun 2020 20:18:15.086589000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-103.7.30.118-33207-80-6,192.168.1.1,192.168.23.2,2960,8000,1,1,1, 16-Jun 2020 20:18:15.086592000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.10.66-10.42.0.151-443-40194-6,192.168.1.1,192.168.23.2,2961,8000,1,1,1, 16-Jun 2020 20:18:15.086594000 Mountain Daylight Time,8,4,216,4,216,Flooding attack
216.58.219.238-10.42.0.151-443-42138-6,192.168.1.1,192.168.23.2,2962,8000,1,1,1, 16-Jun 2020 20:18:15.086619000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-50041-53-17,192.168.1.1,192.168.23.2,2963,8000,1,1,1, 16-Jun 2020 20:18:15.086644000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.151-52.216.1.211-40397-443-6,192.168.1.1,192.168.23.2,2964,8000,1,1,1, 16-Jun 2020 20:18:15.086659000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.12.162-10.42.0.211-443-36706-6,192.168.1.1,192.168.23.2,2965,8000,1,1,1, 16-Jun 2020 20:18:15.086670000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
216.58.219.202-10.42.0.211-443-53137-6,192.168.1.1,192.168.23.2,2966,8000,1,1,1, 16-Jun 2020 20:18:15.086679000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
172.217.10.10-10.42.0.211-443-40611-6,192.168.1.1,192.168.23.2,2967,8000,1,1,1, 16-Jun 2020 20:18:15.086732000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-36.110.213.49-44434-80-6,192.168.1.1,192.168.23.2,2968,8000,1,1,1, 16-Jun 2020 20:18:15.086751000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-64.71.142.124-41525-80-6,192.168.1.1,192.168.23.2,2969,8000,1,1,1, 16-Jun 2020 20:18:15.086770000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-7800-53-17,192.168.1.1,192.168.23.2,2970,8000,1,1,1, 16-Jun 2020 20:18:15.086773000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
216.58.217.132-10.42.0.151-443-48535-6,192.168.1.1,192.168.23.2,2971,8000,1,1,1, 16-Jun 2020 20:18:15.086794000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.42-123.125.115.164-53676-443-6,192.168.1.1,192.168.23.2,2972,8000,1,1,1, 16-Jun 2020 20:18:15.086811000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-61148-53-17,192.168.1.1,192.168.23.2,2973,8000,1,1,1, 16-Jun 2020 20:18:15.086825000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.10.234-10.42.0.151-443-42319-6,192.168.1.1,192.168.23.2,2974,8000,1,1,1, 16-Jun 2020 20:18:15.086844000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
216.58.219.238-10.42.0.151-443-39675-6,192.168.1.1,192.168.23.2,2975,8000,1,1,1, 16-Jun 2020 20:18:15.086851000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.151-47.89.67.245-33103-443-6,192.168.1.1,192.168.23.2,2976,8000,1,1,1, 16-Jun 2020 20:18:15.086867000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
220.243.219.55-10.42.0.211-80-58490-6,192.168.1.1,192.168.23.2,2977,8000,1,1,1, 16-Jun 2020 20:18:15.086889000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-66.231.239.122-52175-80-6,192.168.1.1,192.168.23.2,2978,8000,1,1,1, 16-Jun 2020 20:18:15.086898000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-72.21.206.135-36324-443-6,192.168.1.1,192.168.23.2,2979,8000,1,1,1, 16-Jun 2020 20:18:15.086913000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-4465-53-17,192.168.1.1,192.168.23.2,2980,8000,1,1,1, 16-Jun 2020 20:18:15.086934000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-63487-53-17,192.168.1.1,192.168.23.2,2981,8000,1,1,1, 16-Jun 2020 20:18:15.086941000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.151-106.39.162.36-43308-80-6,192.168.1.1,192.168.23.2,2982,8000,1,1,1, 16-Jun 2020 20:18:15.086954000 Mountain Daylight Time,4,2,108,2,108,Flooding attack
10.42.0.211-10.42.0.1-4473-53-17,192.168.1.1,192.168.23.2,2983,8000,1,1,1, 16-Jun 2020 20:18:15.086979000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
169.55.75.110-10.42.0.151-443-39689-6,192.168.1.1,192.168.23.2,2984,8000,1,1,1, 16-Jun 2020 20:18:15.086994000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.11.14-10.42.0.151-443-57625-6,192.168.1.1,192.168.23.2,2985,8000,1,1,1, 16-Jun 2020 20:18:15.087015000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-56314-53-17,192.168.1.1,192.168.23.2,2986,8000,1,1,1, 16-Jun 2020 20:18:15.087039000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
180.149.153.234-10.42.0.211-80-49780-6,192.168.1.1,192.168.23.2,2987,8000,1,1,1, 16-Jun 2020 20:18:15.087044000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-47222-53-17,192.168.1.1,192.168.23.2,2988,8000,1,1,1, 16-Jun 2020 20:18:15.087058000 Mountain Daylight Time,2,1,54,1,54,DDoS-PSH-ACK
172.217.11.46-10.42.0.151-443-34578-6,192.168.1.1,192.168.23.2,2989,8000,1,1,1, 16-Jun 2020 20:18:15.087082000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.1-10.42.0.42-53-41552-17,192.168.1.1,192.168.23.2,2990,8000,1,1,1, 16-Jun 2020 20:18:15.087093000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.10.42-10.42.0.42-443-34097-6,192.168.1.1,192.168.23.2,2991,8000,1,1,1, 16-Jun 2020 20:18:15.087112000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.151-31.13.80.52-52500-443-6,192.168.1.1,192.168.23.2,2992,8000,1,1,1, 16-Jun 2020 20:18:15.087128000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.211-104.192.110.245-44956-443-6,192.168.1.1,192.168.23.2,2993,8000,1,1,1, 16-Jun 2020 20:18:15.087139000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.42-123.151.79.150-45204-80-6,192.168.1.1,192.168.23.2,2994,8000,1,1,1, 16-Jun 2020 20:18:15.087163000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-50044-53-17,192.168.1.1,192.168.23.2,2995,8000,1,1,1, 16-Jun 2020 20:18:15.087172000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
182.22.24.124-10.42.0.211-443-33055-6,192.168.1.1,192.168.23.2,2996,8000,1,1,1, 16-Jun 2020 20:18:15.087194000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-33017-53-17,192.168.1.1,192.168.23.2,2997,8000,1,1,1, 16-Jun 2020 20:18:15.087203000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
203.205.158.52-10.42.0.42-80-47428-6,192.168.1.1,192.168.23.2,2998,8000,1,1,1, 16-Jun 2020 20:18:15.087223000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.211-31.13.71.36-41457-443-6,192.168.1.1,192.168.23.2,2999,8000,1,1,1, 16-Jun 2020 20:18:15.087231000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-59671-53-17,192.168.1.1,192.168.23.2,3000,8000,1,1,1, 16-Jun 2020 20:18:15.087244000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.211-123.125.46.141-44670-80-6,192.168.1.1,192.168.23.2,3001,8000,1,1,1, 16-Jun 2020 20:18:15.087292000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-13717-53-17,192.168.1.1,192.168.23.2,3002,8000,1,1,1, 16-Jun 2020 20:18:15.087298000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-54.192.38.65-58620-443-6,192.168.1.1,192.168.23.2,3003,8000,1,1,1, 16-Jun 2020 20:18:15.087300000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-51021-53-17,192.168.1.1,192.168.23.2,3004,8000,1,1,1, 16-Jun 2020 20:18:15.087302000 Mountain Daylight Time,6,3,162,3,162,Flooding attack
1.31.173.114-10.42.0.42-80-37987-6,192.168.1.1,192.168.23.2,3005,8000,1,1,1, 16-Jun 2020 20:18:15.087303000 Mountain Daylight Time,2,1,54,1,54,DDoS-PSH-ACK
172.217.10.130-10.42.0.42-443-36760-6,192.168.1.1,192.168.23.2,3006,8000,1,1,1, 16-Jun 2020 20:18:15.087314000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
202.77.129.230-10.42.0.211-80-47856-6,192.168.1.1,192.168.23.2,3007,8000,1,1,1, 16-Jun 2020 20:18:15.087335000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.151-123.125.29.220-48972-80-6,192.168.1.1,192.168.23.2,3008,8000,1,1,1, 16-Jun 2020 20:18:15.087367000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.211-52.84.29.134-44455-443-6,192.168.1.1,192.168.23.2,3009,8000,1,1,1, 16-Jun 2020 20:18:15.087374000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
203.205.191.25-10.42.0.211-80-38756-6,192.168.1.1,192.168.23.2,3010,8000,1,1,1, 16-Jun 2020 20:18:15.087376000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
209.10.120.26-10.42.0.211-80-60809-6,192.168.1.1,192.168.23.2,3011,8000,1,1,1, 16-Jun 2020 20:18:15.087389000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
172.217.6.206-10.42.0.211-443-36549-6,192.168.1.1,192.168.23.2,3012,8000,1,1,1, 16-Jun 2020 20:18:15.087406000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
162.208.22.39-10.42.0.151-443-55153-6,192.168.1.1,192.168.23.2,3013,8000,1,1,1, 16-Jun 2020 20:18:15.087426000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
203.130.53.126-10.42.0.42-80-60573-6,192.168.1.1,192.168.23.2,3014,8000,1,1,1, 16-Jun 2020 20:18:15.087433000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.42-13.32.248.108-38781-443-6,192.168.1.1,192.168.23.2,3015,8000,1,1,1, 16-Jun 2020 20:18:15.087450000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-1835-53-17,192.168.1.1,192.168.23.2,3016,8000,1,1,1, 16-Jun 2020 20:18:15.087467000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
219.142.78.162-10.42.0.151-80-54668-6,192.168.1.1,192.168.23.2,3017,8000,1,1,1, 16-Jun 2020 20:18:15.087478000 Mountain Daylight Time,6,3,162,3,162,Flooding attack
10.42.0.211-64.71.142.120-37147-443-6,192.168.1.1,192.168.23.2,3018,8000,1,1,1, 16-Jun 2020 20:18:15.087506000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-23.66.169.49-56405-80-6,192.168.1.1,192.168.23.2,3019,8000,1,1,1, 16-Jun 2020 20:18:15.087531000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-50439-53-17,192.168.1.1,192.168.23.2,3020,8000,1,1,1, 16-Jun 2020 20:18:15.087533000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-123.125.115.164-44326-443-6,192.168.1.1,192.168.23.2,3021,8000,1,1,1, 16-Jun 2020 20:18:15.087550000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
137.116.195.37-10.42.0.151-443-50203-6,192.168.1.1,192.168.23.2,3022,8000,1,1,1, 16-Jun 2020 20:18:15.087569000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.12.133-10.42.0.151-443-38309-6,192.168.1.1,192.168.23.2,3023,8000,1,1,1, 16-Jun 2020 20:18:15.087579000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
